what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1287939819425
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287939820680
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287939883259
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287939961218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287939971212
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940035195
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940040033
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287940044389
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1287940047827
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1287940051210
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940060560
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940095571
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287940096524
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287940111064
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287940117280
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940129889
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940230980
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940274003
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940274178
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287940353366
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287940355316
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287940358186
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1287940369659
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1287940371620
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.publish",1287940374643
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287940375396
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940387183
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940483772
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287940484999
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946891132
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946893163
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946974367
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946977366
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946978195
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287946994931
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287947038216
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287947114874
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287950888308
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287950986362
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287953142323
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954268162
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954639466
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954639689
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954640640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954641752
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287954642048
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1287954643570
stopped,bundle,org.eclipse.pde.ua.ui,1.0.0.v20090511,"org.eclipse.pde.ua.ui",1287954643587
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1287954643587
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui",1287954643597
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1287954643597
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.0.v20090525,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1287954643605
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.4.v20100203,"org.eclipse.jst.pagedesigner.jsf.ui",1287954643647
stopped,bundle,org.eclipse.jst.pagedesigner,1.2.3.v20100211,"org.eclipse.jst.pagedesigner",1287954643671
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1287954643680
stopped,bundle,org.eclipse.wst.xsl.ui,1.0.100.v200907172129,"org.eclipse.wst.xsl.ui",1287954643682
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.0.0.v200904240436,"org.eclipse.wst.xml.xpath.ui",1287954643684
